raw_id,biz_name_raw,address_raw,pin,pan,gst,phone,biz_name_norm,address_norm
SHP_7f7c3e,"Patla, Sampath and Dutt","H.No. 067
Venkatesh Zila, Mysuru",571321,KXOMS1285Z,29JGAHR0481O1ZR,912949413979,patla sampath and dutt,hno 067 venkatesh zila mysuru
SHP_4b3721,Gokhale Ltd,"H.No. 738, Sunder, Belagavi",564441,MBBPX1035W,29QBAWC1551Z1ZT,8029026664,gokhale ltd,hno 738 sunder belagavi
SHP_b13e54,Kala-Pau,"03, Rai Circle, Mysuru",584721,RWLWN4970Z,29PULBT2022M1ZC,913546668881,kalapau,03 rai circle mysuru
SHP_03f2f5,Divan LLC,"595, Gokhale Circle, Bengaluru",570561,YZBHA2906E,29REKVL6944E1ZL,2845963543,divan llc,595 gokhale circle bengaluru
SHP_13a96a,"Anand, Mander and Varkey","94/540
Bhagat Marg, Mysuru",585341,LKYSS9386B,29FXHJP7369F1ZH,919697549153,anand mander and varkey,94540 bhagat marg mysuru
SHP_bfbbfa,"Deshpande, ENT","89
Wable Circle, Mangaluru",578561,OFIDN4832V,29VXELK8757C1ZS,911416136169,deshpande ent,89 wable circle mangaluru
SHP_9f3336,Shere-Khurana,"82/168
Seth Zila, Hubballi",561321,USPCR8009B,29ETKHD5033W1ZT,1661477020,sherekhurana,82168 seth zila hubballi
SHP_5f82ca,Dani-Soni,"H.No. 483, Bhalla Circle, Mysuru",568181,QPIVB4976U,29XBDUZ5895C1ZS,9804315218,danisoni,hno 483 bhalla circle mysuru
SHP_aafe73,Brahmbhatt and Sons,"H.No. 380
Tara Chowk, Bengaluru",588881,RPADT2110X,29TGVBP5888K1ZP,3224326576,brahmbhatt and sons,hno 380 tara chowk bengaluru
SHP_a1e26f,Hegde-Chand ENT,"34/209, Soni Zila, Mangaluru",571581,SBCOO2366I,29MUVET0922Y1ZL,4860669352,hegdechand ent,34209 soni zila mangaluru
SHP_fe3dd3,"Chada, Sarraf and Dave","20/08, Bhattacharyya, Belagavi",565621,KNUSA4812J,29GSFOI1851B1ZA,916097697356,chada sarraf and dave,2008 bhattacharyya belagavi
SHP_e6da4d,Palla Group,"21
Anne Chowk, Mangaluru",581021,GTJLI0961B,,915063372248,palla group,21 anne chowk mangaluru
SHP_8e7b36,Hayre-Rana ENT,"61/628
Roy Marg, Mangaluru",561581,,29CIFCO3721T1ZL,9172800565,hayrerana ent,61628 roy marg mangaluru
SHP_571e50,Solanki and Sons,"H.No. 95, Ramanathan Circle, Hubballi",562321,,29HNOEE3279K1ZZ,3739343622,solanki and sons,hno 95 ramanathan circle hubballi
SHP_9fe964,Sridhar PLC,"19/36
Ray Ganj, Belagavi",576061,,29BNZTX9534Y1ZO,7019561949,sridhar plc,1936 ray ganj belagavi
SHP_2cdcf1,Shankar ENT,"61/37, Thakur Chowk, Mangaluru",581941,WJUDY3087K,29AWRNR1718Z1ZL,912229496463,shankar ent,6137 thakur chowk mangaluru
SHP_ee4827,"Kaur, ENT","658
Karpe Zila, Mysuru",563661,NZQME8675J,,190311642,kaur ent,658 karpe zila mysuru
SHP_9b2073,Swaminathan-Mukhopadhyay ENT,"75/54, Narayan Street, Hubballi",562501,DYAII6454Q,29CDWLI3916P1ZH,2011602116,swaminathanmukhopadhyay ent,7554 narayan street hubballi
SHP_d7feb9,Suresh-Randhawa ENT,"14/572, Vohra Nagar, Bengaluru",574821,FGRZH6924T,29GQBFY3423V1ZX,9291651862,sureshrandhawa ent,14572 vohra nagar bengaluru
SHP_b5cfcb,Dubey LLC,"41/990, Bath Zila, Belagavi",567661,MZUVL6681D,29KZSBH4162E1ZU,3183693796,dubey llc,41990 bath zila belagavi
SHP_ee8ce7,Tak-Chawla ENT,"43/76, Amble Zila, Hubballi",585641,ZRVZS0427Y,29DAWUD7947Y1ZY,1030488227,takchawla ent,4376 amble zila hubballi
SHP_25b3c1,Madan Inc,"H.No. 785, Agarwal Ganj, Bengaluru",578801,RVFIL4633D,29SYTXJ6364L1ZT,912064364982,madan inc,hno 785 agarwal ganj bengaluru
SHP_584e06,Shetty PLC,"272
Majumdar Street, Hubballi",583361,XWHKI9341G,29CFCMA5142H1ZX,6825158754,shetty plc,272 majumdar street hubballi
SHP_c4d0af,Chahal Group,"H.No. 61, Sule Nagar, Mysuru",576281,DENFZ8079E,29XDBSJ6461W1ZI,545208512,chahal group,hno 61 sule nagar mysuru
SHP_197bd9,Mody-Dora,"04, Guha Road, Hubballi",579301,GXLEW0070Y,,917789682973,modydora,04 guha road hubballi
SHP_29a896,Acharya-Maharaj,"76/796, Sankar Ganj, Mangaluru",578841,PHPHN7072P,29HNOPY8993V1ZB,2097824537,acharyamaharaj,76796 sankar ganj mangaluru
SHP_993851,Kapadia-Garg,"H.No. 509, Bhargava Ganj, Bengaluru",564141,KFSMO6442X,29ICISG1559Q1ZS,913636630193,kapadiagarg,hno 509 bhargava ganj bengaluru
SHP_ce7d70,Bhakta LLC,"H.No. 712
Handa Marg, Bengaluru",569101,JPPGE4079A,29TMAIC3016L1ZJ,1860888385,bhakta llc,hno 712 handa marg bengaluru
SHP_523fdb,Vala-Dugar,"H.No. 89
Bhattacharyya Path, Mysuru",577941,FZAMQ4807L,29CYHOR2633C1ZF,910111322862,valadugar,hno 89 bhattacharyya path mysuru
SHP_f04628,Varkey-Dass,"H.No. 505
Chaudhry Road, Hubballi",583181,LUUGV6548Z,29GNLTH7794X1ZD,7981912452,varkeydass,hno 505 chaudhry road hubballi
SHP_5c135d,"Bhardwaj, ENT","H.No. 431
Devan Circle, Belagavi",577761,CYUAV1730J,29AGHVX1166O1ZG,4960449201,bhardwaj ent,hno 431 devan circle belagavi
SHP_77d62e,Narang-Gulati,"28/849, Issac Road, Bengaluru",567501,IEQHF0093U,29XQOIJ5294O1ZR,5068079533,naranggulati,28849 issac road bengaluru
SHP_798d13,Sharaf ENT,"21/85, Dewan Ganj, Hubballi",560601,BLRHB1607H,29KKVZE2763A1ZE,916978995700,sharaf ent,2185 dewan ganj hubballi
SHP_70266f,Atwal-Kakar,"08, Garg Ganj, Hubballi",567801,FCOWE7030T,29LDDCZ0951X1ZS,918877303391,atwalkakar,08 garg ganj hubballi
SHP_f36f99,Arya and Sons,"016, Bal, Bengaluru",585341,,29TYNCU4075I1ZS,914519823714,arya and sons,016 bal bengaluru
SHP_3a49cf,"Mukherjee, ENT","39
Dixit Street, Belagavi",580021,,29QFGMG4268C1ZM,8627930296,mukherjee ent,39 dixit street belagavi
SHP_df8ca9,Bhalla-Deol,"H.No. 06
Purohit Street, Hubballi",582661,,29HZSFP5719H1ZY,7722825087,bhalladeol,hno 06 purohit street hubballi
SHP_fc0e7b,Dasgupta-Chauhan ENT,"16, Kala, Belagavi",589881,ZJXKN1328X,29TCQXO5839J1ZD,8839534134,dasguptachauhan ent,16 kala belagavi
SHP_8d8268,"Lala, Kadakia and Sangha","84/41
Handa Chowk, Bengaluru",563821,XOIVZ1590O,,919026810880,lala kadakia and sangha,8441 handa chowk bengaluru
SHP_f0975e,"Keer, ENT","H.No. 64
Srinivas Road, Mangaluru",562181,MUSGE3910X,29VTLWO6082L1ZX,914972229315,keer ent,hno 64 srinivas road mangaluru
SHP_92747c,Setty and Sons,"77, Pillai Road, Belagavi",588601,GWKCO5679H,29YCQGF2803T1ZH,9195573237,setty and sons,77 pillai road belagavi
SHP_b14551,Krishnan-Mukherjee ENT,"81, Lall Road, Bengaluru",589021,ZWKQT5334N,29BZXDZ0110S1ZC,4458303768,krishnanmukherjee ent,81 lall road bengaluru
SHP_767878,Mohan Group,"H.No. 04, Tailor Ganj, Mangaluru",568601,FHSDC8630L,29PYBMU9206G1ZS,9268077085,mohan group,hno 04 tailor ganj mangaluru
SHP_b5cb77,Bhatt-Chaudhary ENT,"H.No. 42, Dey Path, Mysuru",567121,XFKPC0582C,29XKJFX2708I1ZM,3563286598,bhattchaudhary ent,hno 42 dey path mysuru
SHP_94af9d,"Borah, Swaminathan and Wadhwa","75/882, Mann Zila, Mysuru",570141,LGDNM6666P,29LLVBV0698K1ZY,3625473815,borah swaminathan and wadhwa,75882 mann zila mysuru
SHP_3fd6b5,"Grover, Naik and Jain","32/408, Pradhan Chowk, Belagavi",588361,FKGGH3190I,,8594947983,grover naik and jain,32408 pradhan chowk belagavi
SHP_cdabf1,Palan-Aurora ENT,"744
Barman Zila, Mangaluru",569401,QXQKP9535B,29JNXFY6373F1ZX,1521785905,palanaurora ent,744 barman zila mangaluru
SHP_67825c,Rana Group,"08, Swaminathan Marg, Hubballi",588341,JSYXK0926G,29LSVCO9896H1ZV,124117390,rana group,08 swaminathan marg hubballi
SHP_b0e13c,Bhatnagar-Bhatti ENT,"H.No. 72, Deol Road, Bengaluru",580501,OYCPN8876J,29QRBFT4390I1ZE,1631802413,bhatnagarbhatti ent,hno 72 deol road bengaluru
SHP_86a644,"Palla, Bansal and Thakur","61/96, Dubey Street, Mysuru",582881,WKKSU3291F,29ODEXT5621V1ZN,1623699273,palla bansal and thakur,6196 dubey street mysuru
SHP_4f4f49,"Andra, ENT","478, Raja Nagar, Hubballi",562201,WSHDF2642N,,915898202067,andra ent,478 raja nagar hubballi
SHP_c52cc0,"Pathak, Hora and Ram","97/22
Parmer, Mysuru",587961,XVJIM3784Z,29BPTZZ9737E1ZF,9135889191,pathak hora and ram,9722 parmer mysuru
SHP_18b0b4,Varughese-Kumar,"645
Basak Circle, Mangaluru",578701,NKIWK8305Q,29ERVOW8577O1ZS,5182603065,varughesekumar,645 basak circle mangaluru
SHP_ced0eb,Raju PLC,"H.No. 518
Bhatia, Hubballi",578461,RXEOR0872Z,29ZZZCY3838U1ZJ,914115890157,raju plc,hno 518 bhatia hubballi
SHP_7b451b,"Sheth, ENT","197
Sarraf, Belagavi",562621,ZCHAN9498K,29CEFAX5272T1ZK,4652021820,sheth ent,197 sarraf belagavi
SHP_5ca350,Nori-Choudhury ENT,"90, Loyal Road, Mysuru",571101,EYJYL8694T,29XQRBG1735U1ZR,1906523940,norichoudhury ent,90 loyal road mysuru
SHP_67d99a,"Kadakia, Bala and Nayak","234, Desai Nagar, Hubballi",564561,SKORZ7426C,,2810775950,kadakia bala and nayak,234 desai nagar hubballi
SHP_360cf1,Hora ENT,"17, Dalal Zila, Mysuru",561741,KHGPE4272O,29GBJAZ5985X1ZM,6131697990,hora ent,17 dalal zila mysuru
SHP_3e4055,Memon ENT,"429, Issac Road, Belagavi",562161,JIRAT9098P,29UZBCM1024J1ZN,919468457637,memon ent,429 issac road belagavi
SHP_a81077,Sant-Patla,"H.No. 38, Lad Chowk, Belagavi",571741,CMXOP0984S,,919073175930,santpatla,hno 38 lad chowk belagavi
SHP_4780e9,"Dyal, Batra and Bora","94, Varughese Chowk, Bengaluru",570461,TFMKI5295E,29NCUMD4717T1ZQ,2018073409,dyal batra and bora,94 varughese chowk bengaluru
SHP_32d683,Sahni PLC,"465, Boase Path, Hubballi",567441,QTSRJ6317G,29ANMYY3214F1ZX,913325059108,sahni plc,465 boase path hubballi
SHP_2232a5,Deshpande-Chaudhari ENT,"H.No. 46
Kalita Zila, Bengaluru",571261,OVSTD1715H,29VICTR1270S1ZA,910566880440,deshpandechaudhari ent,hno 46 kalita zila bengaluru
SHP_d68676,Sachar-Gandhi,"17/517
Ramaswamy Street, Mangaluru",587281,VIIBG0435Y,29GWYIS6045D1ZG,912339739320,sachargandhi,17517 ramaswamy street mangaluru
SHP_23e941,"Doshi, ENT","H.No. 956
Tak Street, Mysuru",583401,WBEHR9794J,29GDYZX3539F1ZT,1518443180,doshi ent,hno 956 tak street mysuru
SHP_32b370,"Sawhney, Ravel and Khare","90/04, Chaudhari Chowk, Mysuru",572921,RWMWN0138G,29ACEWG4985C1ZH,8332019244,sawhney ravel and khare,9004 chaudhari chowk mysuru
SHP_773528,Lata-Baria,"73/72, Pandit, Belagavi",567701,EJRLE3694X,29VNACH0032N1ZL,9125541915,latabaria,7372 pandit belagavi
SHP_e8f8fc,Loyal-Raval ENT,"193
Malhotra Road, Hubballi",583561,TYCTQ7037I,29KEZDK7466U1ZW,4261215379,loyalraval ent,193 malhotra road hubballi
SHP_ac1552,"Pai, Patel and Sethi","73
Acharya Ganj, Mangaluru",570261,CZGJU2556M,29AZYSU3843K1ZD,916467024568,pai patel and sethi,73 acharya ganj mangaluru
SHP_51bcf9,Sura-Kunda ENT,"H.No. 165
Ratta Zila, Bengaluru",589521,EQOOJ2083D,29OYJLP6085D1ZJ,187156121,surakunda ent,hno 165 ratta zila bengaluru
SHP_06f1fb,Lad-Amble ENT,"78/93, Mistry Nagar, Belagavi",561901,IYORX8397O,,8110207694,ladamble ent,7893 mistry nagar belagavi
SHP_53f74d,"Bhatt, Kala and Madan","80/178
Jayaraman Street, Mangaluru",579641,SPIXC6049K,29CNFGP8557J1ZS,6559021776,bhatt kala and madan,80178 jayaraman street mangaluru
SHP_876c1f,Sami ENT,"H.No. 354
Datta Ganj, Hubballi",580121,DFQYA6692R,29QUKZQ5495N1ZN,6964391183,sami ent,hno 354 datta ganj hubballi
SHP_02fa4c,"Natt, ENT","H.No. 29
Raju Street, Mysuru",561421,WHHHK0621V,29MICTA8038U1ZO,7463219721,natt ent,hno 29 raju street mysuru
SHP_565284,"Kala, Pradhan and Arora","72/12, Pathak Ganj, Bengaluru",563981,XCUDL8305N,29QSWNB6356T1ZR,2751495843,kala pradhan and arora,7212 pathak ganj bengaluru
SHP_1cab01,"Sawhney, ENT","43/112
Khosla Ganj, Hubballi",569321,POKLW0280H,29MSAON4108B1ZR,7892895070,sawhney ent,43112 khosla ganj hubballi
SHP_367513,Khalsa Inc,"54/23
Chandra Path, Mangaluru",580061,UNBJU3961U,,1357822341,khalsa inc,5423 chandra path mangaluru
SHP_923375,Apte-D’Alia,"64/695
Raman Chowk, Bengaluru",567641,JWSCT2909X,29MQKES1774U1ZI,919173180748,aptedalia,64695 raman chowk bengaluru
SHP_e67e9b,Rastogi-Mand,"27/04
Yogi Circle, Mysuru",569901,KOXOX5900X,29SNLJP9181A1ZP,2642606516,rastogimand,2704 yogi circle mysuru
SHP_6ac178,Viswanathan Ltd,"94/239
Dubey, Hubballi",589821,BZSBU5041I,29HDNTW1251F1ZV,1361865199,viswanathan ltd,94239 dubey hubballi
SHP_283cba,Halder-Nair,"46/951, Chaudhry Chowk, Mangaluru",587581,FNBRU4714T,29FNLEZ0877C1ZZ,8085925987,haldernair,46951 chaudhry chowk mangaluru
SHP_41b00c,Mahal LLC,"79/83, Dalal Path, Belagavi",563701,JNMTA1781B,29YTUCA5147F1ZG,9118511189,mahal llc,7983 dalal path belagavi
SHP_43ef7e,"Apte, Kadakia and Mani","39/986
Deep Chowk, Hubballi",560061,DHXRU1686P,,913369398654,apte kadakia and mani,39986 deep chowk hubballi
SHP_328fe3,Sarraf-Ranganathan ENT,"23/019, Bir Nagar, Mysuru",573001,EQVLK1659V,,9026051141,sarrafranganathan ent,23019 bir nagar mysuru
SHP_efb346,Bera-Panchal ENT,"H.No. 116
Naidu Road, Hubballi",583561,SDYGU1910F,29QGGYD0568I1ZK,914528891895,berapanchal ent,hno 116 naidu road hubballi
SHP_62dae3,Arya-Iyer ENT,"90, Mody Path, Mangaluru",585201,GWQCA7513C,29FFIEH2966H1ZR,5883277611,aryaiyer ent,90 mody path mangaluru
SHP_941399,"Chakrabarti, ENT","H.No. 83
Srinivas Zila, Mangaluru",586381,ENVCM0562H,29KNGJC5381I1ZP,8653109381,chakrabarti ent,hno 83 srinivas zila mangaluru
SHP_243d86,Johal-Sabharwal ENT,"21/78
Palla Circle, Mysuru",564661,GVQIF8210I,29PSWBJ9885U1ZX,770618373,johalsabharwal ent,2178 palla circle mysuru
SHP_583224,"Gade, ENT","76, Karpe Street, Bengaluru",584761,VKKKI5720J,29HPOCF3395G1ZL,8652591119,gade ent,76 karpe street bengaluru
SHP_3a894b,"Bobal, Barad and Savant","45, Chahal Marg, Hubballi",574881,CLWRR9451U,29HTXQY1271Y1ZJ,911852222939,bobal barad and savant,45 chahal marg hubballi
SHP_e3f94f,Ghose-Pant,"66/24
Kara Circle, Belagavi",573761,UOBNQ3825I,29GOBRY7759V1ZI,9805669731,ghosepant,6624 kara circle belagavi
SHP_d75496,"Kurian, ENT","68/14, Khalsa Nagar, Mangaluru",565721,JDNTZ4406M,29AJTFW4524N1ZV,4226816909,kurian ent,6814 khalsa nagar mangaluru
SHP_fb6f05,Saran-Jayaraman,"H.No. 233, Das, Belagavi",587921,AYUUP4701E,29QQQVI3250B1ZV,7338137242,saranjayaraman,hno 233 das belagavi
SHP_4d89a5,Wali Ltd,"H.No. 985, Bahl Road, Mangaluru",573461,ERWDK1360A,29DYNEP2871Q1ZB,5350999889,wali ltd,hno 985 bahl road mangaluru
SHP_d99e3e,Chauhan-Borra ENT,"H.No. 96
Sastry Nagar, Mangaluru",562021,EQMIG6548S,29KPRDG6780I1ZW,9530883417,chauhanborra ent,hno 96 sastry nagar mangaluru
SHP_32b158,Aurora-Mohan,"H.No. 045
Dewan Circle, Mysuru",584621,ZRDJB4931C,29ZDRFV3198Q1ZJ,4879167358,auroramohan,hno 045 dewan circle mysuru
SHP_a471c6,Sanghvi-Kapur,"H.No. 286, Gopal Zila, Mangaluru",570041,FGHHZ7543R,29NMKRO6188V1ZX,7380991255,sanghvikapur,hno 286 gopal zila mangaluru
SHP_eb7c89,D’Alia-Cheema,"27/998
Murty Chowk, Mysuru",582121,ASTPG6415J,,913696502943,daliacheema,27998 murty chowk mysuru
SHP_b06efb,Thakkar ENT,"71, Deshmukh Street, Mangaluru",571681,OLXRN6459Y,29VAEYY3547Z1ZJ,1587220374,thakkar ent,71 deshmukh street mangaluru
SHP_2cfcad,Sharaf-Chakraborty ENT,"H.No. 40
Bali Chowk, Hubballi",586481,WNBDB6818M,,742018508,sharafchakraborty ent,hno 40 bali chowk hubballi
SHP_301b6f,"Pathak, ENT","20/003, Kale Circle, Belagavi",575121,XPTKK7570U,29POINS3826U1ZP,4060740219,pathak ent,20003 kale circle belagavi
SHP_4cb3a9,Varughese-Sha,"520, Prasad Chowk, Belagavi",569341,WCVJK7444F,29WBBDF2992C1ZS,3579528367,varughesesha,520 prasad chowk belagavi
SHP_7bf193,Manne ENT,"31/190, Kota Nagar, Belagavi",563941,HGKJX6614F,29BHDNL4175N1ZZ,7597696780,manne ent,31190 kota nagar belagavi
SHP_0f876e,Rai-Chaudhari ENT,"95, Sidhu Ganj, Mysuru",565661,ONIKD5266Z,29LVQUL8347A1ZD,7675673747,raichaudhari ent,95 sidhu ganj mysuru
SHP_c14d91,Mane-Magar ENT,"14/507
Sibal Path, Mysuru",573261,ZGOCT8499X,29WOLVQ3016F1ZX,3610655389,manemagar ent,14507 sibal path mysuru
SHP_b53ac5,Lall ENT,"H.No. 51, Sachdeva Zila, Mysuru",588221,MILEA6605D,,918701578215,lall ent,hno 51 sachdeva zila mysuru
SHP_acc697,Kadakia-Salvi,"H.No. 09, Devan Circle, Hubballi",573121,AUHZJ7260V,29FVGPF3911L1ZS,1341281520,kadakiasalvi,hno 09 devan circle hubballi
SHP_a5b9c0,Trivedi-Bhalla,"93
Krishna Street, Belagavi",589341,FQLFY3912P,,5058594758,trivedibhalla,93 krishna street belagavi
SHP_bec6c0,"Palan, Rajan and Sodhi","23/292
Bhatnagar Street, Hubballi",569181,UTGOU2095U,29EYPHD9795M1ZT,910653535448,palan rajan and sodhi,23292 bhatnagar street hubballi
SHP_1cf0cf,"Sethi, Palan and Ghose","00/153, Dhawan Street, Mysuru",573821,MIRLI6574Z,29QSAXJ8291R1ZK,5713558488,sethi palan and ghose,00153 dhawan street mysuru
SHP_abde96,Chakrabarti ENT,"H.No. 925, Bakshi Nagar, Mangaluru",571721,ILXUA6965D,29VQXDT3037J1ZP,913574660307,chakrabarti ent,hno 925 bakshi nagar mangaluru
SHP_33747d,Bobal-Bali,"35/234, Murty, Mangaluru",579641,IWJSA4376Y,29RMKNU9955I1ZR,8353917626,bobalbali,35234 murty mangaluru
SHP_5e9543,Pal-Borra ENT,"H.No. 01
Parikh Marg, Mysuru",566441,ETQMH9383K,29OOSDM0742G1ZM,911822567744,palborra ent,hno 01 parikh marg mysuru
SHP_204f48,"Sandhu, ENT","162, Varkey, Bengaluru",570601,MZZTN1311C,29HKJGE5569W1ZV,2484268832,sandhu ent,162 varkey bengaluru
SHP_d68e10,"Tank, ENT","16/527, Varghese Zila, Bengaluru",564101,TQZXL1699V,29DWAHF7964O1ZZ,5199439296,tank ent,16527 varghese zila bengaluru
SHP_263844,Kara-Narang,"H.No. 74, Sachdev Chowk, Mysuru",584581,,29IXVDG4812V1ZK,919328969897,karanarang,hno 74 sachdev chowk mysuru
SHP_79ce94,Mital LLC,"H.No. 936, Grewal Circle, Mangaluru",580221,PFSUR3441R,29XFTKG5808U1ZC,6837561518,mital llc,hno 936 grewal circle mangaluru
SHP_57ff2f,Solanki-Bath,"02/99, Bawa Ganj, Bengaluru",583441,SBHAP0487B,,8317262374,solankibath,0299 bawa ganj bengaluru
SHP_b9f286,"Toor, Sampath and Deol","H.No. 83
Sathe Road, Hubballi",576841,VAQGB0752R,29KPBUD7004E1ZK,919333261004,toor sampath and deol,hno 83 sathe road hubballi
SHP_f0698d,Hari-Tak ENT,"06/748, Ramaswamy Chowk, Belagavi",576361,YUVQI7967Q,29SBYQC4181O1ZB,6402720058,haritak ent,06748 ramaswamy chowk belagavi
SHP_21bcc0,"Pillay, Gopal and Manne","98/55, Dasgupta Path, Mysuru",588081,SWZUC7844H,29HVGAL6360Z1ZG,6520850639,pillay gopal and manne,9855 dasgupta path mysuru
SHP_0b3fc2,Tak ENT,"049
Loyal Zila, Belagavi",576221,,29BEWLH4534G1ZZ,9299494896,tak ent,049 loyal zila belagavi
SHP_ac3f97,Vora Group,"H.No. 55, Chandra Chowk, Bengaluru",566821,RSPPH6793L,29OGYOH8670T1ZJ,913512014098,vora group,hno 55 chandra chowk bengaluru
SHP_141320,Soni LLC,"43
Bera Zila, Bengaluru",569861,SJFJT9069M,29ADLMX0121L1ZO,3522490132,soni llc,43 bera zila bengaluru
SHP_82f00a,Dua Ltd,"16
Maharaj Zila, Mysuru",580841,,29JKVRZ7616D1ZO,863332317,dua ltd,16 maharaj zila mysuru
SHP_07cf53,"Thakkar, Sarna and Kannan","H.No. 186
Mallick Circle, Mangaluru",576981,JJJPW2312X,29IMOVB8600C1ZH,6344423709,thakkar sarna and kannan,hno 186 mallick circle mangaluru
SHP_8e9b4a,Trivedi-Som,"67/008, Chauhan Zila, Bengaluru",583201,VZPNH5209C,,3869642027,trivedisom,67008 chauhan zila bengaluru
SHP_a95a32,Thaman-Pingle ENT,"H.No. 71
Narayan Path, Bengaluru",586581,,29FSXGK7202O1ZG,7729969723,thamanpingle ent,hno 71 narayan path bengaluru
SHP_a837bd,Madan-Parikh,"839
Mander Road, Mangaluru",577121,HCBNY5956X,,919587250000,madanparikh,839 mander road mangaluru
SHP_5e826e,"Yohannan, ENT","18/87
Nayak Path, Mangaluru",564241,UQCAM6052F,29LUZCF9412D1ZJ,9131906780,yohannan ent,1887 nayak path mangaluru
SHP_52a3ab,Shukla-Shan ENT,"64/91
Vala Chowk, Hubballi",565261,KKZYQ9396M,29PDOFK2339H1ZF,6854458037,shuklashan ent,6491 vala chowk hubballi
SHP_971780,Manda ENT,"H.No. 862
Munshi Chowk, Bengaluru",570241,NTWKY0523R,29VEHBE2285L1ZG,3090057055,manda ent,hno 862 munshi chowk bengaluru
SHP_35f299,Srinivas Logistics,"88
Patel, Mysuru",571061,YIHZK5337Y,29PKPBW4905B1ZY,4051472990,srinivas logistics,88 patel mysuru
SHP_81e6f3,Prashad-Kibe Global,"27/337
Sahota Street, Hubballi",571881,CRJNJ6645G,29LNIPA5593P1ZL,3525950427,prashadkibe global,27337 sahota street hubballi
SHP_a71130,Walla-Kakar Logistics,"32/443, Sathe Chowk, Bengaluru",566721,BNUXM8944N,29YDGLA6298O1ZF,911980189858,wallakakar logistics,32443 sathe chowk bengaluru
SHP_9c513c,Loke Global,"54/96
Dugal Chowk, Mysuru",565981,MQKLM3745S,29AGOFQ6535C1ZR,8328212439,loke global,5496 dugal chowk mysuru
SHP_79fe4d,"Halder, Global","78
Ganesan Street, Mangaluru",561741,,29QRBTX0142T1ZZ,7886314549,halder global,78 ganesan street mangaluru
SHP_b69122,Bala-Bhargava Solutions,"67/555, Parmar Path, Mangaluru",587601,QQKWK9556T,29QGOHH1011W1ZA,2865557837,balabhargava solutions,67555 parmar path mangaluru
SHP_ee7334,"Ravi, ENT","922, Ramakrishnan Ganj, Belagavi",561801,ODEWW4961K,29WLACF1059E1ZM,914518957792,ravi ent,922 ramakrishnan ganj belagavi
