raw_id,biz_name_raw,address_raw,pin,pan,gst,phone,biz_name_norm,address_norm
FAC_cd8844,Loyal-Raval ENT,"193
Malhotra Road, Hubballi",583561,TYCTQ7037I,29KEZDK7466U1ZW,4261215379,loyalraval ent,193 malhotra road hubballi
FAC_548471,"Pai, ENT","73
Acharya Ganj, Mangaluru",570261,CZGJU2556M,29AZYSU3843K1ZD,916467024568,pai ent,73 acharya ganj mangaluru
FAC_2633a8,Sura-Kunda,"H.No. 165
Ratta Zila, Bengaluru",589521,,29OYJLP6085D1ZJ,187156121,surakunda,hno 165 ratta zila bengaluru
FAC_50e943,Lad-Amble ENT,"78/93, Mistry Nagar, Belagavi",561901,IYORX8397O,29ZXUBU3055I1ZF,8110207694,ladamble ent,7893 mistry nagar belagavi
FAC_b2274d,De-Iyengar,"72/08, Muni Marg, Mysuru",569801,DFUTR1150P,29ALFWG6390Q1ZM,1984799401,deiyengar,7208 muni marg mysuru
FAC_d627bb,"Bhatt, Kala and Madan","80/178
Jayaraman Street, Mangaluru",579641,SPIXC6049K,29CNFGP8557J1ZS,6559021776,bhatt kala and madan,80178 jayaraman street mangaluru
FAC_4117c8,Sami Inc,"H.No. 354
Datta Ganj, Hubballi",580121,,29QUKZQ5495N1ZN,6964391183,sami inc,hno 354 datta ganj hubballi
FAC_339198,"Natt, Kade and Ganguly","H.No. 29
Raju Street, Mysuru",561421,WHHHK0621V,29MICTA8038U1ZO,7463219721,natt kade and ganguly,hno 29 raju street mysuru
FAC_c0db82,"Sawhney, Garg and Narayanan","43/112
Khosla Ganj, Hubballi",569321,,29MSAON4108B1ZR,7892895070,sawhney garg and narayanan,43112 khosla ganj hubballi
FAC_bcead1,Khalsa Inc,"54/23
Chandra Path, Mangaluru",580061,UNBJU3961U,,1357822341,khalsa inc,5423 chandra path mangaluru
FAC_362eff,Apte-D’Alia,"64/695
Raman Chowk, Bengaluru",567641,JWSCT2909X,29MQKES1774U1ZI,919173180748,aptedalia,64695 raman chowk bengaluru
FAC_ce3ca2,Rastogi-Mand,"27/04
Yogi Circle, Mysuru",569901,KOXOX5900X,29SNLJP9181A1ZP,2642606516,rastogimand,2704 yogi circle mysuru
FAC_96dd80,Viswanathan ENT,"94/239
Dubey, Hubballi",589821,BZSBU5041I,29HDNTW1251F1ZV,1361865199,viswanathan ent,94239 dubey hubballi
FAC_863f02,Halder-Nair ENT,"46/951, Chaudhry Chowk, Mangaluru",587581,FNBRU4714T,,8085925987,haldernair ent,46951 chaudhry chowk mangaluru
FAC_32e53b,Mahal LLC,"79/83, Dalal Path, Belagavi",563701,JNMTA1781B,29YTUCA5147F1ZG,9118511189,mahal llc,7983 dalal path belagavi
FAC_de408d,"Apte, ENT","39/986
Deep Chowk, Hubballi",560061,DHXRU1686P,29VVERX7230G1ZI,913369398654,apte ent,39986 deep chowk hubballi
FAC_d075d0,Sarraf-Ranganathan,"23/019, Bir Nagar, Mysuru",573001,EQVLK1659V,,9026051141,sarrafranganathan,23019 bir nagar mysuru
FAC_daa0ee,Bera-Panchal ENT,"H.No. 116
Naidu Road, Hubballi",583561,SDYGU1910F,29QGGYD0568I1ZK,914528891895,berapanchal ent,hno 116 naidu road hubballi
FAC_c80b2c,"Mandal, ENT","99/260
Palla Marg, Belagavi",560841,DMJSM4577O,29AGQGO1699I1ZH,7825689617,mandal ent,99260 palla marg belagavi
FAC_cf30bd,Arya-Iyer,"90, Mody Path, Mangaluru",585201,GWQCA7513C,29FFIEH2966H1ZR,5883277611,aryaiyer,90 mody path mangaluru
FAC_73771b,"Vyas, Jayaraman and Merchant","18
Kar Road, Belagavi",575561,MKHXD2294R,29HOEIF0256V1ZF,915389479674,vyas jayaraman and merchant,18 kar road belagavi
FAC_e06c7a,Lad Inc,"H.No. 438
Madan Circle, Belagavi",581401,CPLRX0956X,29YSDHU1061I1ZZ,6384208643,lad inc,hno 438 madan circle belagavi
FAC_0cce58,Johal-Sabharwal,"21/78
Palla Circle, Mysuru",564661,GVQIF8210I,29PSWBJ9885U1ZX,770618373,johalsabharwal,2178 palla circle mysuru
FAC_10cf52,"Gade, ENT","76, Karpe Street, Bengaluru",584761,VKKKI5720J,29HPOCF3395G1ZL,8652591119,gade ent,76 karpe street bengaluru
FAC_59f32f,"Bobal, Barad and Savant","45, Chahal Marg, Hubballi",574881,,29HTXQY1271Y1ZJ,911852222939,bobal barad and savant,45 chahal marg hubballi
FAC_5f1c63,Ghose-Pant,"66/24
Kara Circle, Belagavi",573761,UOBNQ3825I,29GOBRY7759V1ZI,9805669731,ghosepant,6624 kara circle belagavi
FAC_b36822,"Kurian, Joshi and Dhar","68/14, Khalsa Nagar, Mangaluru",565721,JDNTZ4406M,,4226816909,kurian joshi and dhar,6814 khalsa nagar mangaluru
FAC_fd162a,Saran-Jayaraman ENT,"H.No. 233, Das, Belagavi",587921,AYUUP4701E,29QQQVI3250B1ZV,7338137242,saranjayaraman ent,hno 233 das belagavi
FAC_680656,Wali Ltd,"H.No. 985, Bahl Road, Mangaluru",573461,ERWDK1360A,29DYNEP2871Q1ZB,5350999889,wali ltd,hno 985 bahl road mangaluru
FAC_73db7b,Chauhan-Borra,"H.No. 96
Sastry Nagar, Mangaluru",562021,EQMIG6548S,29KPRDG6780I1ZW,9530883417,chauhanborra,hno 96 sastry nagar mangaluru
FAC_d26c68,Sanghvi-Kapur ENT,"H.No. 286, Gopal Zila, Mangaluru",570041,FGHHZ7543R,29NMKRO6188V1ZX,7380991255,sanghvikapur ent,hno 286 gopal zila mangaluru
FAC_3619aa,Om ENT,"10/456
Rout, Belagavi",568241,QGZLH5569H,29VZWIO0849G1ZG,426229151,om ent,10456 rout belagavi
FAC_57b7ca,Thakkar ENT,"71, Deshmukh Street, Mangaluru",571681,OLXRN6459Y,29VAEYY3547Z1ZJ,1587220374,thakkar ent,71 deshmukh street mangaluru
FAC_16015d,Sharaf-Chakraborty ENT,"H.No. 40
Bali Chowk, Hubballi",586481,WNBDB6818M,29PCERH5485U1ZS,742018508,sharafchakraborty ent,hno 40 bali chowk hubballi
FAC_7634ec,"Bose, ENT","H.No. 20
Tara Path, Mangaluru",566381,EFOKW9901R,29WATAJ4913I1ZD,2464555139,bose ent,hno 20 tara path mangaluru
FAC_89d902,Rai-Chaudhari,"95, Sidhu Ganj, Mysuru",565661,ONIKD5266Z,29LVQUL8347A1ZD,7675673747,raichaudhari,95 sidhu ganj mysuru
FAC_60b8a9,Nayar-Goyal ENT,"92/01
Iyengar Marg, Hubballi",581021,VCGQR7400H,29RBXYM8147Y1ZH,7966168982,nayargoyal ent,9201 iyengar marg hubballi
FAC_770f71,Mane-Magar ENT,"14/507
Sibal Path, Mysuru",573261,ZGOCT8499X,29WOLVQ3016F1ZX,3610655389,manemagar ent,14507 sibal path mysuru
FAC_530119,"Kakar, ENT","03
Mani Road, Belagavi",564141,IGVGD3155D,,7819776737,kakar ent,03 mani road belagavi
FAC_cd5083,Kadakia-Salvi,"H.No. 09, Devan Circle, Hubballi",573121,AUHZJ7260V,29FVGPF3911L1ZS,1341281520,kadakiasalvi,hno 09 devan circle hubballi
FAC_9f80e2,"Halder, ENT","897, Dash Street, Mysuru",560461,QTIMM6148J,29ZZKOY9863W1ZE,912585405727,halder ent,897 dash street mysuru
FAC_971581,"Chacko, Raman and Dugar","H.No. 04, Ganesan Nagar, Belagavi",574101,HKSNN4657Y,29JZXIM7589S1ZA,9040232267,chacko raman and dugar,hno 04 ganesan nagar belagavi
FAC_fe82f7,"Sethi, ENT","00/153, Dhawan Street, Mysuru",573821,MIRLI6574Z,29QSAXJ8291R1ZK,5713558488,sethi ent,00153 dhawan street mysuru
FAC_a32deb,Pal-Borra,"H.No. 01
Parikh Marg, Mysuru",566441,ETQMH9383K,29OOSDM0742G1ZM,911822567744,palborra,hno 01 parikh marg mysuru
FAC_c06866,"Sandhu, Dani and Natt","162, Varkey, Bengaluru",570601,MZZTN1311C,29HKJGE5569W1ZV,2484268832,sandhu dani and natt,162 varkey bengaluru
FAC_dab686,"Tank, ENT","16/527, Varghese Zila, Bengaluru",564101,TQZXL1699V,29DWAHF7964O1ZZ,5199439296,tank ent,16527 varghese zila bengaluru
FAC_c0fdc6,Kara-Narang ENT,"H.No. 74, Sachdev Chowk, Mysuru",584581,HMZZO1226O,29IXVDG4812V1ZK,919328969897,karanarang ent,hno 74 sachdev chowk mysuru
FAC_7b9f16,Solanki-Bath,"02/99, Bawa Ganj, Bengaluru",583441,SBHAP0487B,29JGGXN9639Q1ZR,8317262374,solankibath,0299 bawa ganj bengaluru
FAC_b9fdf1,"Toor, Sampath and Deol","H.No. 83
Sathe Road, Hubballi",576841,VAQGB0752R,29KPBUD7004E1ZK,919333261004,toor sampath and deol,hno 83 sathe road hubballi
FAC_1ed9cb,Om PLC,"H.No. 673
Pant Ganj, Mangaluru",584961,EIXBW3384T,29MVLEZ9309Z1ZK,7172873921,om plc,hno 673 pant ganj mangaluru
FAC_8084a9,Hari-Tak ENT,"06/748, Ramaswamy Chowk, Belagavi",576361,YUVQI7967Q,29SBYQC4181O1ZB,6402720058,haritak ent,06748 ramaswamy chowk belagavi
FAC_3d2fef,Soni LLC,"43
Bera Zila, Bengaluru",569861,SJFJT9069M,29ADLMX0121L1ZO,3522490132,soni llc,43 bera zila bengaluru
FAC_8bb3b0,"Brar, Rajagopal and Grewal","H.No. 293, Dar Nagar, Bengaluru",579881,WCSNB4646R,,6227051524,brar rajagopal and grewal,hno 293 dar nagar bengaluru
FAC_1a2495,"Thakkar, Sarna and Kannan","H.No. 186
Mallick Circle, Mangaluru",576981,JJJPW2312X,29IMOVB8600C1ZH,6344423709,thakkar sarna and kannan,hno 186 mallick circle mangaluru
FAC_c276ad,Trivedi-Som,"67/008, Chauhan Zila, Bengaluru",583201,VZPNH5209C,29ETREC8320L1ZY,3869642027,trivedisom,67008 chauhan zila bengaluru
FAC_78e47f,Jaggi and Sons,"H.No. 933
Shanker Ganj, Hubballi",561221,PMTQF7307I,29JJZAA0053N1ZC,8558483878,jaggi and sons,hno 933 shanker ganj hubballi
FAC_254bf7,Thaman-Pingle,"H.No. 71
Narayan Path, Bengaluru",586581,VIGTE1372J,,7729969723,thamanpingle,hno 71 narayan path bengaluru
FAC_8af3ab,Baral-Sundaram,"819, Sehgal Road, Hubballi",560921,AIKND2563C,29QPVPQ6537M1ZY,902049299,baralsundaram,819 sehgal road hubballi
FAC_1b830a,Madan-Parikh ENT,"839
Mander Road, Mangaluru",577121,HCBNY5956X,29NKPUU9867Z1ZC,919587250000,madanparikh ent,839 mander road mangaluru
FAC_aade17,"Sarin, Butala and Karan","35
Toor Marg, Mangaluru",561401,LUNJH4155C,29JFEZV5771S1ZC,8110488619,sarin butala and karan,35 toor marg mangaluru
FAC_ea9083,Natt Traders,"05
Mand Circle, Mysuru",566621,EQIOP7072P,29WPIZK4677G1ZH,6766859060,natt traders,05 mand circle mysuru
FAC_48ac7a,Shukla-Shan Logistics,"64/91
Vala Chowk, Hubballi",565261,KKZYQ9396M,29PDOFK2339H1ZF,6854458037,shuklashan logistics,6491 vala chowk hubballi
FAC_088d0c,Manda Global,"H.No. 862
Munshi Chowk, Bengaluru",570241,NTWKY0523R,29VEHBE2285L1ZG,3090057055,manda global,hno 862 munshi chowk bengaluru
FAC_b20d61,"Goel, Logistics","H.No. 887
Dubey Street, Hubballi",583061,XCZBE8520S,29VMOKI2347Z1ZX,911820202307,goel logistics,hno 887 dubey street hubballi
FAC_80f326,Srinivas Logistics,"88
Patel, Mysuru",571061,YIHZK5337Y,29PKPBW4905B1ZY,4051472990,srinivas logistics,88 patel mysuru
FAC_6a40f9,Swaminathan ENT,"46, Badami, Belagavi",586021,XGJJM6664V,29YBBLQ1009P1ZO,8698633840,swaminathan ent,46 badami belagavi
FAC_464c3f,Walla-Kakar ENT,"32/443, Sathe Chowk, Bengaluru",566721,BNUXM8944N,,911980189858,wallakakar ent,32443 sathe chowk bengaluru
FAC_da0c3a,Loke Global,"54/96
Dugal Chowk, Mysuru",565981,MQKLM3745S,29AGOFQ6535C1ZR,8328212439,loke global,5496 dugal chowk mysuru
FAC_b493ef,"Halder, Global","78
Ganesan Street, Mangaluru",561741,WCBZJ2765V,29QRBTX0142T1ZZ,7886314549,halder global,78 ganesan street mangaluru
FAC_00a61b,Bala-Bhargava Solutions,"67/555, Parmar Path, Mangaluru",587601,QQKWK9556T,29QGOHH1011W1ZA,2865557837,balabhargava solutions,67555 parmar path mangaluru
FAC_646a14,"Ravi, Global","922, Ramakrishnan Ganj, Belagavi",561801,ODEWW4961K,29WLACF1059E1ZM,914518957792,ravi global,922 ramakrishnan ganj belagavi
FAC_fcfa33,Sekhon ENT,"H.No. 308, Sastry, Bengaluru",569881,,29THDNP9770E1ZZ,1570370575,sekhon ent,hno 308 sastry bengaluru
FAC_4a2ff6,"Baral, Solutions","H.No. 00
Atwal Ganj, Hubballi",589661,,29CEJYH4306I1ZB,4139653029,baral solutions,hno 00 atwal ganj hubballi
FAC_66b6f7,Bhalla Global,"H.No. 45
Pathak Chowk, Bengaluru",579241,GECTQ3414Q,,8120062383,bhalla global,hno 45 pathak chowk bengaluru
